L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.48141074,0.8126895,0.70794827,0.34915304,0.38684002,0.7993575,0.5201063,0.38468376,0.60756445,0.5065931,0.6590856,0.882242
0.60281795,0.74459934,0.5953401,0.36422616,0.40914086,0.7622427,0.58917993,0.40302882,0.5255598,0.5219146,0.6395241,0.8274283
0.6623576,0.6092148,0.48226652,0.39120334,0.47420034,0.6947875,0.5897727,0.39909345,0.48546803,0.5029223,0.6225666,0.76988065
0.68568474,0.51502764,0.38667282,0.42282015,0.58959544,0.6471968,0.58501536,0.33253115,0.44474497,0.49309003,0.59691954,0.7101826
0.6775869,0.44830623,0.32349312,0.4393328,0.6930073,0.58282936,0.58765364,0.23656924,0.40673408,0.52188826,0.55961275,0.6580834
0.63564056,0.37482843,0.27328345,0.42916676,0.74640954,0.5023306,0.5913607,0.18057421,0.38147566,0.570326,0.53919554,0.6088209
0.61047465,0.32801518,0.22352602,0.40675592,0.73178816,0.4232897,0.5906969,0.17010647,0.34103528,0.615683,0.5358305,0.5684023
0.51719356,0.2709051,0.21931191,0.3629416,0.6681121,0.34057194,0.6180959,0.18782693,0.3100095,0.657914,0.55766547,0.5317364
0.43839467,0.25741434,0.29378438,0.32697716,0.5852887,0.28645974,0.63773006,0.19780535,0.2734009,0.6742955,0.6212756,0.48896912
0.3808256,0.26384914,0.37460664,0.31501293,0.5128142,0.24916501,0.6252037,0.20846844,0.25732297,0.67262846,0.69319904,0.44269046
0.34755787,0.2621585,0.46507683,0.30049598,0.43212235,0.22126262,0.6046133,0.22535963,0.25293413,0.66340077,0.73910666,0.40623102
0.32497516,0.24463724,0.5468458,0.31066605,0.3611322,0.19764477,0.5897353,0.25460398,0.23271082,0.65081215,0.7356681,0.36911055
0.29103085,0.25058484,0.6276391,0.34247082,0.33234316,0.1727941,0.5821585,0.30376253,0.28798744,0.6224977,0.7057658,0.32660395
0.28968576,0.28143322,0.6867575,0.383562,0.32488096,0.17881186,0.57904404,0.35886678,0.32872045,0.5797862,0.6674341,0.29783693
0.3086574,0.3412579,0.74565,0.44362387,0.33420306,0.19520745,0.6002026,0.42346534,0.37059787,0.5148037,0.6290518,0.26311398
0.28780743,0.38386446,0.8005598,0.517945,0.35147086,0.23255171,0.63303053,0.4926444,0.4469133,0.43368292,0.57391196,0.2271589
0.2538324,0.4288581,0.82452345,0.60289156,0.36863363,0.28833985,0.6444592,0.5324869,0.6111231,0.3898248,0.5304352,0.20026882
0.20733868,0.51796305,0.79018724,0.70037097,0.3770904,0.38950408,0.6511475,0.5987244,0.6613327,0.35227698,0.5205834,0.18833044
0.24423614,0.6353809,0.75721925,0.7703392,0.3514291,0.4847012,0.57108635,0.7023334,0.68381053,0.320251,0.36685365,0.17605959
0.27626777,0.6755672,0.7113322,0.80461615,0.33943644,0.542333,0.33044225,0.7820084,0.77629375,0.34280166,0.14507714,0.17848207
