L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.8694136,0.39708477,0.82084936,0.23768993,0.7338633,0.86694473,0.543117,0.51486284,0.3537542,0.57675534,0.27138934,0.81766933
0.74661785,0.42518774,0.7367247,0.23824461,0.7870463,0.87183243,0.639231,0.43648863,0.36221644,0.59222907,0.44871357,0.77245814
0.629484,0.5106369,0.71403855,0.27369848,0.8116117,0.8670152,0.5557554,0.5142896,0.30607265,0.55172974,0.6062551,0.7636782
0.53018486,0.59167755,0.5894209,0.31933078,0.79583645,0.86124873,0.4201416,0.6289392,0.30293494,0.47117528,0.680663,0.78705394
0.41988814,0.6971314,0.47011605,0.33900437,0.72753876,0.86559904,0.3117572,0.71528083,0.4118909,0.3591634,0.64678895,0.8119927
0.35910293,0.7809774,0.4227067,0.37041843,0.60929966,0.8279036,0.28873235,0.70377773,0.5152003,0.25328466,0.52953106,0.8189611
0.31731382,0.81616694,0.335871,0.41052523,0.52315193,0.763328,0.33232534,0.6325682,0.6112406,0.18060811,0.407827,0.81462276
0.2806528,0.797305,0.27459812,0.42238444,0.44118896,0.6956279,0.42142293,0.513046,0.7012577,0.15472907,0.32403988,0.8107145
0.25218686,0.76037276,0.32161114,0.4585965,0.3764433,0.6186161,0.52076626,0.39645213,0.7803951,0.17144273,0.30405033,0.81305975
0.25338456,0.7151515,0.33084494,0.5103705,0.3361409,0.53300637,0.5983617,0.3034835,0.8185198,0.21277986,0.3330472,0.81425196
0.24759871,0.6489221,0.3612102,0.5618532,0.31996828,0.4436899,0.65587634,0.25444698,0.80951,0.2728387,0.39435148,0.80805564
0.26945135,0.60879236,0.37700263,0.6287996,0.33536693,0.35626188,0.6978061,0.23439404,0.77324814,0.34284413,0.45250782,0.78381455
0.27409834,0.5483195,0.36378244,0.69489604,0.37294057,0.27463862,0.7254697,0.24988694,0.72336906,0.4168491,0.49098167,0.73589367
0.31057614,0.48995095,0.38582596,0.73286635,0.3978904,0.2136659,0.7549473,0.25377074,0.6823568,0.48574945,0.502921,0.6630629
0.32259405,0.39320996,0.34053677,0.75019807,0.39364746,0.16568382,0.78966945,0.25748312,0.6427838,0.55962443,0.49937585,0.57367676
0.3330897,0.32918608,0.34977728,0.74618876,0.34497395,0.15083157,0.8209141,0.25309983,0.6408011,0.63010764,0.4966653,0.47436413
0.38742745,0.3257588,0.34332734,0.7563048,0.2854457,0.14318247,0.8529319,0.24550022,0.65728015,0.6972395,0.49337104,0.362073
0.4409395,0.30650604,0.3370202,0.7393865,0.22250126,0.12730347,0.8770239,0.24503796,0.65817076,0.7676744,0.49776542,0.2492402
0.5173031,0.28781006,0.41339245,0.68357086,0.15248701,0.116975166,0.8915817,0.25144148,0.6468346,0.84140134,0.5110279,0.13439284
0.595896,0.30968875,0.47353354,0.6651863,0.09262173,0.11413141,0.90120685,0.2679197,0.66528827,0.9247142,0.53144395,0.016114345
