L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.72295475,0.6563914,0.57008916,0.069070235,0.74846315,0.17671788,0.5847541,0.7011396,0.7040374,0.36363363,0.21468346,0.999965
0.6987796,0.5680211,0.508427,0.1356111,0.8142948,0.17354123,0.579838,0.68726057,0.62886375,0.3641606,0.2196625,0.93675977
0.6589043,0.5198574,0.4534552,0.18577136,0.8545225,0.17440733,0.6024808,0.65487313,0.5706889,0.35132682,0.19460316,0.8684127
0.59684324,0.48963007,0.39492065,0.21947181,0.8571275,0.17953181,0.64091206,0.61721045,0.51397455,0.36176485,0.18055536,0.8012355
0.54156715,0.44716462,0.39815667,0.24282189,0.8174129,0.19357863,0.6727683,0.58542895,0.44214845,0.38787222,0.18372229,0.7370722
0.4598844,0.41352576,0.36740327,0.2586626,0.7451287,0.21640721,0.69302535,0.5608274,0.3847609,0.41319567,0.19552271,0.6741558
0.42306837,0.44600776,0.37563616,0.2697134,0.65722126,0.25203675,0.7099497,0.52821356,0.37117848,0.4343987,0.23901401,0.60669094
0.38821805,0.44455972,0.37333265,0.28728896,0.5764727,0.28783208,0.72792774,0.4726548,0.35660133,0.473303,0.28827783,0.54306847
0.38121542,0.43904373,0.41244644,0.3133522,0.50967425,0.33501855,0.73493886,0.44064063,0.29607365,0.52564263,0.3421353,0.4799632
0.370463,0.45001337,0.44662476,0.3562296,0.4517256,0.3806854,0.7306953,0.4379093,0.25733203,0.5763315,0.40256673,0.4218017
0.32209048,0.485665,0.48576248,0.4173429,0.41067064,0.42414382,0.7032699,0.4455409,0.23194896,0.60989827,0.4492636,0.36546662
0.29500845,0.51785475,0.4915001,0.48400804,0.37572458,0.47354195,0.6835582,0.4424531,0.24616776,0.6130867,0.4986986,0.31126243
0.28062618,0.56703186,0.53049564,0.545058,0.3333785,0.5333853,0.66032016,0.44762185,0.25025627,0.60196537,0.54904115,0.2621678
0.2742711,0.5831343,0.56897366,0.60861605,0.29171318,0.5821008,0.6245865,0.42322698,0.25469193,0.58766,0.59926546,0.21192078
0.27118465,0.5920268,0.5902673,0.6733429,0.24313127,0.63685983,0.58693135,0.38699695,0.2940018,0.57794374,0.65066123,0.1618925
0.29819852,0.5634565,0.5964047,0.7376483,0.21024749,0.69101703,0.51614696,0.34066972,0.3465797,0.57360387,0.69441324,0.12184189
0.342068,0.52159065,0.5589495,0.79611313,0.18377855,0.7468876,0.4352729,0.3416038,0.3458641,0.5899446,0.74011815,0.09039119
0.4247187,0.48295975,0.54179806,0.8570895,0.16749905,0.79834926,0.35344532,0.36499476,0.43422723,0.62302905,0.7617942,0.063588984
0.53989714,0.36622947,0.4789834,0.90685517,0.14289694,0.839048,0.23052703,0.41489962,0.5381775,0.6419516,0.776233,0.05139556
0.6376442,0.26553714,0.48554376,0.9432778,0.11684178,0.8769234,0.10808163,0.49321726,0.6659718,0.6386261,0.7568365,0.06101801
