L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.29210043,0.71774966,0.5478221,0.5391572,0.34601524,0.49704814,0.65930086,0.8217434,0.66213304,0.32677388,0.28034678,0.50949484
0.2599462,0.7328917,0.56570697,0.52738804,0.33611417,0.5499307,0.6591648,0.85453534,0.67324567,0.33698297,0.29830757,0.47766277
0.25757572,0.7703871,0.54935575,0.509624,0.3170878,0.6043628,0.6482729,0.89444214,0.6695325,0.34576428,0.32230344,0.45045674
0.27427343,0.8029364,0.4984998,0.49175772,0.30023324,0.6799137,0.63036025,0.90852284,0.66964865,0.35761604,0.3453143,0.43222377
0.29967713,0.8457948,0.42457414,0.45960134,0.27925178,0.74735284,0.59526783,0.88890827,0.6841829,0.3739658,0.3586619,0.42793664
0.32734814,0.8469472,0.39178604,0.4015026,0.26939127,0.8072187,0.5427582,0.81714475,0.69712526,0.4170545,0.38284105,0.4459315
0.42106152,0.84479654,0.3982655,0.3618543,0.2993306,0.86627805,0.50421697,0.69969624,0.7276259,0.48937932,0.40605888,0.49611214
0.524389,0.83119047,0.31962368,0.30734286,0.34196305,0.9116811,0.5095724,0.5650141,0.7884116,0.59483653,0.41941154,0.57365644
0.6121513,0.8234536,0.23927341,0.26048607,0.40894455,0.9220568,0.576322,0.44326472,0.84014714,0.71380866,0.42289898,0.6261817
0.68287987,0.7743398,0.2769843,0.20890513,0.5430483,0.9131909,0.69033027,0.32839915,0.70214605,0.8149789,0.42855924,0.6084519
0.6580823,0.71327066,0.31403708,0.1723859,0.68917865,0.86000776,0.79139566,0.27699983,0.4089805,0.7941489,0.42538851,0.47805423
0.5937075,0.6539797,0.3912102,0.16834429,0.76979095,0.77277476,0.7030225,0.35472664,0.29540086,0.5337935,0.46132457,0.30474335
0.57727456,0.57857376,0.39892673,0.17656149,0.7627852,0.6640844,0.43590602,0.38986766,0.39697537,0.2714037,0.5967421,0.30598322
0.6126068,0.45447674,0.410808,0.22803415,0.6577983,0.56133795,0.24124345,0.28382114,0.4929343,0.15490873,0.6411315,0.48541743
0.7131973,0.3399671,0.4131068,0.30321342,0.55478513,0.45766935,0.23633786,0.24633859,0.55007434,0.15974268,0.47207043,0.69442636
0.8115878,0.20900847,0.48280418,0.4085672,0.5228533,0.35309717,0.36233306,0.38180023,0.5757487,0.24131326,0.27907348,0.822305
0.7995866,0.1465864,0.5629079,0.5445498,0.55924475,0.24721988,0.51203966,0.57992476,0.61266667,0.34263492,0.2393074,0.86451226
0.6573404,0.18313599,0.67351514,0.662389,0.6506261,0.16089498,0.6206801,0.6911407,0.6232846,0.4343363,0.43573785,0.8542839
0.40524536,0.30040154,0.7675079,0.77111477,0.6641423,0.08981627,0.6573569,0.7127614,0.6077909,0.48459283,0.68900555,0.8298525
0.19859302,0.5016201,0.784163,0.8490517,0.5514583,0.07356431,0.61744845,0.7275825,0.6024496,0.48311773,0.8245958,0.8097501
