L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.92638004,0.6292864,0.69165885,0.36906263,0.55743825,0.81227463,0.016379373,0.916673,0.8833369,0.6152728,0.543436,0.29770282
0.8822281,0.60197073,0.6772341,0.39893356,0.58707803,0.7204391,0.17843315,0.7653529,0.75156176,0.58365697,0.41781047,0.40823182
0.820617,0.56039363,0.6548041,0.42069727,0.62503546,0.65495837,0.2795524,0.58348644,0.68060905,0.5984944,0.3599008,0.5326537
0.7174466,0.54716897,0.6535763,0.41399023,0.65780526,0.560281,0.33420348,0.43328932,0.6559459,0.6473828,0.34403083,0.6649143
0.60729325,0.55447584,0.63327014,0.40936926,0.64439344,0.48361307,0.35081953,0.33061966,0.633725,0.7042257,0.34399107,0.7893105
0.5332113,0.57182735,0.6168264,0.3982741,0.5996018,0.4007799,0.36994871,0.2664195,0.6468814,0.74180955,0.35011646,0.8825555
0.4686114,0.52601266,0.6011252,0.42483217,0.5547859,0.3502476,0.40373063,0.26260912,0.6457194,0.7365575,0.35533556,0.9269312
0.40647784,0.47702917,0.60880077,0.45118955,0.504031,0.2805551,0.43985727,0.23925735,0.60006285,0.7208149,0.34948036,0.9324809
0.33384708,0.42759413,0.5988917,0.512858,0.48474213,0.21535106,0.50051105,0.20469475,0.5503778,0.68586606,0.3356999,0.9198308
0.29721636,0.33446375,0.5319775,0.5773714,0.5030497,0.19017975,0.57266456,0.20062983,0.51896495,0.64286965,0.33047277,0.90021855
0.264267,0.2921214,0.5020301,0.6108393,0.5196833,0.19598685,0.63617074,0.20036793,0.46928152,0.59602845,0.33456817,0.8662456
0.23117663,0.24531887,0.4407373,0.66920024,0.5268202,0.22448952,0.6815733,0.22846022,0.39764747,0.5835962,0.3730895,0.82520247
0.1682248,0.21985234,0.4476715,0.7128552,0.50396913,0.2508156,0.7301922,0.22207917,0.33253103,0.5811537,0.447508,0.77492875
0.13424674,0.22380134,0.39676127,0.7231223,0.4764798,0.29044193,0.76963717,0.19611207,0.26783156,0.5703568,0.5239363,0.70934623
0.11406911,0.26053116,0.38661098,0.72420114,0.4391704,0.34694353,0.8014962,0.19345924,0.18870059,0.53627115,0.5858501,0.63315
0.11788128,0.27741086,0.31690127,0.6872334,0.39199868,0.41348013,0.8287109,0.22140698,0.13462034,0.47867584,0.64390385,0.541774
0.16003318,0.3311914,0.28805593,0.6254535,0.36563444,0.48244268,0.86051446,0.24240342,0.106870815,0.41726717,0.6964448,0.442031
0.21934597,0.3729784,0.29123178,0.5695182,0.34308562,0.528715,0.8906048,0.26303467,0.10484259,0.34486812,0.74406767,0.33462337
0.28959966,0.4270393,0.26184833,0.5097688,0.32811025,0.5649551,0.91594654,0.300744,0.07792999,0.26961127,0.80924314,0.22423828
0.36621183,0.5060604,0.25059935,0.430084,0.34045944,0.6101922,0.93766946,0.32598847,0.06139029,0.1962527,0.8824569,0.112958655
