L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.5256988,0.31419823,0.2587557,0.7537866,0.18524559,0.9165839,0.41238123,0.8036157,0.53718543,0.17642476,0.9038121,0.047542024
0.66029805,0.28051758,0.22081251,0.76269704,0.21376723,0.9133868,0.38037467,0.8737796,0.6316283,0.18565737,0.85006434,0.08568484
0.75197756,0.2720758,0.20682034,0.7417628,0.2491305,0.89556354,0.33740947,0.8929023,0.67455137,0.225158,0.8193233,0.1317002
0.7942051,0.31701094,0.19728267,0.6811483,0.27953392,0.86406946,0.28419125,0.8832053,0.72204673,0.30538535,0.80002606,0.20707846
0.79327184,0.37544835,0.22415347,0.5971915,0.280141,0.8199673,0.23326117,0.86652875,0.75879747,0.37110555,0.76563114,0.29163262
0.77230734,0.47734997,0.30229598,0.49509037,0.25738025,0.7678406,0.19991794,0.82915646,0.8045303,0.41152307,0.69968945,0.37296578
0.7498048,0.5914119,0.36072603,0.3980287,0.22590142,0.70168567,0.17785926,0.79977185,0.84901977,0.45459872,0.623525,0.45553705
0.744046,0.69668454,0.47103462,0.32133612,0.21702439,0.6291576,0.18222278,0.75231296,0.8602782,0.50908333,0.5532276,0.5316263
0.73361444,0.7278878,0.5427901,0.2693221,0.2554529,0.5518353,0.20828906,0.68487763,0.82681733,0.57911223,0.493373,0.60497206
0.71722263,0.7399458,0.61660445,0.23894912,0.35291874,0.48548654,0.24649319,0.6392227,0.77852714,0.6456228,0.43411854,0.6703966
0.68175495,0.71540153,0.68622637,0.23434636,0.4790948,0.429699,0.29626903,0.5822994,0.72992927,0.6927372,0.36856145,0.7336039
0.62360907,0.6982699,0.72186214,0.25928405,0.629893,0.37250164,0.35665804,0.52779055,0.6759681,0.7179716,0.29403234,0.78933346
0.5273729,0.66212755,0.7352029,0.27764228,0.745932,0.32559073,0.4383541,0.44388646,0.5952641,0.7204792,0.21573108,0.83318835
0.43252334,0.66059697,0.75457674,0.3014602,0.8218502,0.27897984,0.52902544,0.36560178,0.5219303,0.7231071,0.15057957,0.8654603
0.33878466,0.64965457,0.7458841,0.33257878,0.8477492,0.23244171,0.63140863,0.29986826,0.4633021,0.73382986,0.11534551,0.88601375
0.26596925,0.642302,0.7461366,0.36073187,0.8423564,0.1831982,0.7315711,0.24178429,0.3984814,0.759346,0.1175796,0.8978482
0.20882365,0.60948664,0.7420746,0.39129195,0.82631093,0.13880377,0.80724615,0.19481014,0.3209522,0.8031707,0.14515045,0.90894306
0.15973285,0.52305454,0.7084174,0.43465084,0.8195301,0.10637362,0.87284505,0.14461873,0.24133833,0.8448922,0.1862215,0.914641
0.12920088,0.4508113,0.6796445,0.49894825,0.81244045,0.0847057,0.92922527,0.08421271,0.15448856,0.86946297,0.22624749,0.9109356
0.09617641,0.3220446,0.63480467,0.5638237,0.81096375,0.06700613,0.9833129,0.041565612,0.098972045,0.8736172,0.2577461,0.89943904
