L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.21038483,0.58775,0.47326484,0.09282494,0.7684682,0.869919,0.0,0.51941127,0.65248895,0.9520233,0.13067217,0.6862769
0.35499844,0.6849217,0.5274546,0.1799497,0.58060896,0.720048,0.07089728,0.48542896,0.5201947,0.97426105,0.104705416,0.733975
0.27824315,0.73374814,0.3391864,0.21380989,0.36816725,0.58879566,0.14036474,0.5654032,0.46880785,0.99536127,0.0893281,0.76484245
0.27094024,0.609916,0.24877967,0.24615693,0.23124786,0.55868775,0.21797056,0.640878,0.55638146,0.9767227,0.09079484,0.7877291
0.3129709,0.38725623,0.5299204,0.23279305,0.19110608,0.5107616,0.3127596,0.6790913,0.42803356,0.9129367,0.09833481,0.8014938
0.30247116,0.36087742,0.43994942,0.34214234,0.19576804,0.54548734,0.38205552,0.6632157,0.590054,0.8308756,0.12658401,0.82089454
0.45854315,0.3087329,0.39590302,0.46007213,0.31727335,0.5664175,0.4602113,0.5908495,0.518168,0.75890297,0.17666811,0.8245003
0.5011707,0.3231673,0.4706092,0.5800783,0.4340841,0.56848496,0.5136644,0.58164674,0.41849574,0.67493325,0.24969487,0.82960945
0.54038405,0.41184697,0.46406022,0.64441615,0.6140037,0.5650193,0.541287,0.5850107,0.4780136,0.6332517,0.33131936,0.83253306
0.6356093,0.24104007,0.6512092,0.7199376,0.69823694,0.5210972,0.56700414,0.557417,0.410136,0.60621405,0.41992453,0.8162403
0.33794412,0.1092759,0.45934352,0.668886,0.6085317,0.49140236,0.5901091,0.57117707,0.42045555,0.5470436,0.4828415,0.77673525
0.24868102,0.46541095,0.7632423,0.7362299,0.4680742,0.3857688,0.60358906,0.567745,0.40853536,0.4664214,0.5317101,0.7172548
0.26485288,0.7355318,0.31839314,0.66035086,0.38108695,0.2509273,0.6069089,0.56775326,0.46820745,0.40770826,0.58158404,0.65369135
0.33720246,0.8307788,0.6319214,0.55020434,0.17552774,0.24120009,0.64426315,0.5442537,0.5701999,0.3485837,0.634204,0.58842355
0.37806535,0.80295295,0.5522129,0.4620147,0.010860522,0.277769,0.7066948,0.50268435,0.5791969,0.26996756,0.6712172,0.5231243
0.48994955,0.723608,0.43946016,0.4071838,0.059925143,0.4081527,0.7675912,0.5268733,0.55174124,0.20487452,0.7162449,0.43768644
0.59038097,0.729706,0.5626816,0.4996748,0.21003215,0.53265685,0.83527416,0.48726192,0.587944,0.14917688,0.758853,0.34938157
0.7597001,0.8152601,0.7318597,0.554349,0.33524212,0.5773243,0.8961765,0.45773578,0.5018565,0.08139381,0.8348647,0.24269955
0.9470298,0.8441928,0.7853828,0.6020279,0.44187298,0.5235317,0.95777816,0.37540948,0.44344464,0.09589075,0.91276264,0.12980922
0.89016134,0.812471,0.61941034,0.66938704,0.5154688,0.4418619,1.0,0.32373616,0.41988525,0.036117453,1.0,0.0
