L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.7966835,0.29897618,0.0,0.72976583,0.31776932,0.94912165,0.16447707,0.9456951,0.9525049,0.26248816,0.93093413,0.0
0.7750406,0.47488806,0.15140514,0.5457882,0.25150728,0.915693,0.11480338,0.9373793,0.9358222,0.4238559,0.93535256,0.1331962
0.75209576,0.61886877,0.3001834,0.38689065,0.15293308,0.8757248,0.09295713,0.9663417,0.8822994,0.48886892,0.87876797,0.25475624
0.761717,0.63502556,0.38158718,0.22090042,0.09310446,0.8193744,0.10559311,0.994911,0.85436505,0.4464651,0.7724161,0.35151878
0.79877394,0.5882222,0.5587495,0.12057036,0.0999253,0.7686281,0.14415637,0.9719494,0.76183563,0.3601859,0.5993182,0.45176938
0.817009,0.5020257,0.65687215,0.043954354,0.19843264,0.6994496,0.21316604,0.90059155,0.6515166,0.3092297,0.4336202,0.54255193
0.79779273,0.41532794,0.8073499,0.054700222,0.38203502,0.6424841,0.29827738,0.79185176,0.660435,0.34505114,0.3403008,0.6300251
0.7809941,0.5492342,0.81535935,0.09036473,0.62679815,0.60335517,0.3838226,0.66563755,0.6941555,0.44113412,0.30196473,0.7183232
0.694633,0.7096319,0.79175526,0.024116447,0.8331508,0.5319771,0.4133066,0.57957137,0.5815739,0.57015264,0.3010599,0.8047537
0.5708568,0.73294216,0.8593909,0.031415027,0.920055,0.4579943,0.4086559,0.5435515,0.44842854,0.6678192,0.308153,0.8794994
0.48067966,0.7234157,0.8378865,0.13733305,0.9331915,0.38507417,0.39563355,0.4920846,0.40864787,0.68592334,0.26783013,0.93462104
0.44310609,0.6977485,0.7926507,0.18120901,0.9238029,0.32719344,0.4202826,0.45035163,0.48228788,0.6806081,0.19765532,0.9626856
0.40707612,0.63375723,0.90101963,0.26647177,0.8865247,0.2731372,0.5235631,0.35197365,0.3746569,0.6131654,0.13407709,0.95886093
0.38716635,0.57562494,0.81881756,0.38509545,0.86550784,0.21773137,0.6436867,0.20383795,0.30124414,0.5807452,0.08421639,0.9375253
0.33595452,0.54481196,0.6869417,0.51161236,0.8498705,0.16874635,0.7568553,0.11805356,0.3457645,0.68244004,0.10266327,0.9098441
0.24805713,0.50904715,0.59933394,0.5986362,0.80614346,0.12272185,0.87355405,0.1262028,0.28601578,0.7422688,0.16599694,0.8779444
0.16227455,0.47263432,0.5920434,0.6985111,0.7139291,0.08392605,0.9107676,0.10551131,0.05671488,0.76184756,0.25532126,0.8455685
0.053653855,0.40285096,0.53087753,0.79630727,0.595597,0.046214532,0.91955847,0.06591646,0.031223526,0.80919,0.3651172,0.81275433
0.015020728,0.32114157,0.47856525,0.88949746,0.4865581,0.01629726,0.9334,0.013220091,0.09930786,0.7942886,0.47974375,0.75704354
0.00044456124,0.30352846,0.45374337,0.974359,0.43928573,0.0022930205,0.94313765,0.018206516,0.13628313,0.7473356,0.5479446,0.69611233
