timestamp,imu_ax,imu_ay,imu_az,imu_gx,imu_gy,imu_gz
1538104404.37,0.14000000000000057,-0.38785,0.21549999999999958,-0.85445,-0.9155500000000001,5.46265
1538104404.38,0.2606699999999993,-0.46878,0.12064999999999948,-0.41503999999999985,-0.43944000000000005,6.10352
1538104404.39,0.4297500000000003,-0.55665,0.05865000000000009,-0.24414999999999987,-0.6103499999999997,6.622300000000001
1538104404.4,0.4479299999999995,-0.59376,0.031130000000000102,-0.024399999999999977,-0.7323999999999999,6.701640000000001
1538104404.41,0.4489000000000001,-0.5339,-0.005999999999999783,-0.2136,-0.4577500000000001,6.50025
1538104404.42,0.36465000000000103,-0.45541999999999994,0.004790000000000294,-0.8666799999999999,-0.93994,6.27444
1538104404.43,0.3567499999999999,-0.39864999999999995,-0.01554999999999973,-1.67845,-1.8005499999999997,6.16455
1538104404.44,0.4641900000000003,-0.3328,0.03786999999999985,-2.4414,-3.637719999999999,5.285640000000001
1538104404.45,0.642850000000001,-0.3711,0.1748000000000003,-2.92965,-4.4860999999999995,4.27245
1538104404.46,0.7088900000000002,-0.42038,0.20825000000000005,-3.30808,-3.3081200000000006,2.88082
1538104404.47,0.7254499999999986,-0.3639,0.2897000000000003,-3.2653499999999998,-1.3427999999999998,2.0446500000000003
1538104404.48,0.6002099999999988,-0.30835999999999997,0.2920700000000003,-3.2226399999999997,1.91652,0.9277200000000003
1538104404.49,0.3878499999999985,-0.21904999999999997,0.22985000000000033,-3.2043,3.93675,0.2746500000000003
1538104404.5,0.22432999999999836,-0.18769999999999998,0.32993000000000006,-3.19822,5.200220000000001,-0.1708599999999998
1538104404.51,0.052649999999999864,-0.15559999999999996,0.33995,-3.1433,5.24905,-0.6408499999999999
1538104404.52,-0.040030000000001564,-0.16519999999999996,0.3395100000000002,-3.5766600000000004,4.223660000000001,-1.0498000000000003
1538104404.53,-0.03589999999999982,-0.18435,0.3723000000000001,-3.6621,2.8381000000000003,-1.3122499999999997
1538104404.54,0.0007500000000000284,-0.24757999999999997,0.3672500000000003,-3.45458,1.9043400000000001,-1.8921200000000002
1538104404.55,0.04785000000000039,-0.26575,0.4154,-3.2653499999999998,2.0446999999999997,-2.2278000000000002
1538104404.56,0.08975000000000044,-0.33233999999999997,0.3821100000000004,-2.64888,3.076180000000001,-2.526859999999999
