L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.62614024,0.7201238,0.6572158,0.2754701,0.54173183,0.75468594,0.378148,0.41818893,0.43182188,0.9199338,0.33218566,0.95676
0.63524914,0.6837552,0.68383366,0.31306282,0.5525574,0.72942525,0.43416697,0.3763487,0.4335212,0.90070283,0.30500054,0.9541066
0.6181534,0.6757449,0.6629015,0.3796458,0.6051667,0.69371265,0.5200732,0.32946348,0.39833966,0.8837808,0.31105843,0.9348751
0.58099043,0.6804963,0.6185481,0.45568657,0.6626669,0.6501115,0.61020726,0.2979847,0.34091082,0.85260653,0.33106756,0.88945603
0.54919803,0.63832515,0.5856228,0.49048963,0.6807286,0.5955825,0.6800482,0.2776234,0.28289592,0.8158774,0.37260726,0.83745694
0.5221463,0.5832556,0.53662145,0.51177406,0.6639029,0.524021,0.72715926,0.26895154,0.22750947,0.7807136,0.42803267,0.7841433
0.4934952,0.54665035,0.47655922,0.52959526,0.62526256,0.45350912,0.74950427,0.26736417,0.18181822,0.73675907,0.47587374,0.7294397
0.46816635,0.5347386,0.4607023,0.54708004,0.5865199,0.39378473,0.754669,0.26820293,0.15254214,0.6770302,0.49941185,0.67190474
0.4566783,0.5383768,0.41899216,0.5564448,0.53929526,0.33274534,0.74496806,0.25327018,0.13770019,0.6012775,0.4861593,0.61289346
0.46082848,0.5365296,0.358362,0.58670086,0.5022575,0.27406442,0.722187,0.2376738,0.14695092,0.5122712,0.43606684,0.5528335
0.45416266,0.5300395,0.3296207,0.6208865,0.4830568,0.23376232,0.68997043,0.23145069,0.18481453,0.41447097,0.36783442,0.49024636
0.42211083,0.53473884,0.2885269,0.6467611,0.4758226,0.21606377,0.6531728,0.24115975,0.24522503,0.31201908,0.29923242,0.42557985
0.3884416,0.5255352,0.29213527,0.6639682,0.4631498,0.213779,0.61205524,0.2755717,0.33325937,0.21398036,0.24726051,0.35875818
0.35757303,0.5190873,0.31705835,0.67109555,0.44690332,0.22076993,0.5543403,0.35175088,0.43934265,0.14267258,0.22629449,0.29345042
0.35573688,0.4818985,0.3394306,0.681382,0.41318634,0.239084,0.46705896,0.45766944,0.57169545,0.11776105,0.25132364,0.23390232
0.36820126,0.42554024,0.39132017,0.6667124,0.37750888,0.26594934,0.3649376,0.5672782,0.6953931,0.15523826,0.32831016,0.18572302
0.38618258,0.35080072,0.4290994,0.6458395,0.35017425,0.2985345,0.27148756,0.67483854,0.79307723,0.2471971,0.44576338,0.14800014
0.40105778,0.31835207,0.44857988,0.6291257,0.33345228,0.33592287,0.25303844,0.7689377,0.82333744,0.3571792,0.5993696,0.11752272
0.44111204,0.25014544,0.44226715,0.6162031,0.32188332,0.37679604,0.36015818,0.7619512,0.72216797,0.43838876,0.73974854,0.100345716
0.48437408,0.23211625,0.4635351,0.5731637,0.30585018,0.41506842,0.5424045,0.6434379,0.4942643,0.4588562,0.8382158,0.09542135
