L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.43904197,0.6199223,0.39115253,0.49832863,0.45114723,0.45205608,0.5990825,0.47830215,0.421086,0.41349095,0.5029839,0.55122876
0.46756706,0.5982418,0.38646737,0.45598027,0.42047524,0.40900025,0.58574486,0.57648826,0.47357795,0.31060877,0.46430328,0.61338407
0.5087923,0.54157174,0.3982292,0.43713212,0.41403052,0.3720503,0.6173291,0.60888785,0.565133,0.2825232,0.40298617,0.6394849
0.52153116,0.47434965,0.41164866,0.43762466,0.44598687,0.3524824,0.68395865,0.59362006,0.64154255,0.2914867,0.32220188,0.6207992
0.5175498,0.42372647,0.41244295,0.4526193,0.51058966,0.33773634,0.7354232,0.52854264,0.6673036,0.33497444,0.27371502,0.5554204
0.48417076,0.40087524,0.46068025,0.47552323,0.5653067,0.32984284,0.7626572,0.47441274,0.68235654,0.39743257,0.28184494,0.4701801
0.43033093,0.421913,0.45078292,0.50092936,0.59637296,0.32587233,0.7628185,0.45581394,0.6957961,0.453865,0.3126289,0.399224
0.38063133,0.45795795,0.4329552,0.52462137,0.5834239,0.33095345,0.7355624,0.48532426,0.7075636,0.48952028,0.34370834,0.36827636
0.34291568,0.4725809,0.4546165,0.54595,0.5505782,0.3545092,0.69279903,0.54173523,0.71649724,0.5086474,0.36448583,0.36881772
0.33307275,0.4802929,0.45907205,0.5632859,0.51175004,0.39309204,0.6448699,0.6044568,0.7191467,0.51159763,0.367738,0.39393413
0.35080656,0.5087638,0.46612263,0.5835741,0.47015563,0.42798197,0.6052362,0.65035623,0.72901565,0.50247574,0.3562996,0.43446004
0.3949472,0.5078393,0.47477975,0.5975631,0.43578514,0.45924464,0.58919334,0.66837066,0.7463291,0.487895,0.33428022,0.4909417
0.43922243,0.4819054,0.51613927,0.59812087,0.41863075,0.48823586,0.6057284,0.65299636,0.7952409,0.48067507,0.3077779,0.5482707
0.45594853,0.4332209,0.54807365,0.5940648,0.41176966,0.5201657,0.6467104,0.599069,0.8176958,0.50797474,0.28664324,0.5873661
0.468304,0.4085128,0.5663457,0.5769548,0.43280602,0.5526111,0.7086102,0.5014876,0.7914403,0.5775138,0.28192744,0.5828456
0.45616215,0.43367618,0.57094026,0.5540385,0.48234123,0.58042294,0.7701313,0.3769895,0.69676197,0.66380984,0.2904687,0.52678853
0.44326776,0.49245775,0.56196946,0.5242421,0.5272201,0.61196816,0.7806805,0.2824251,0.5658194,0.70423806,0.34709632,0.42306328
0.4695911,0.5487256,0.5751085,0.48104095,0.53172064,0.6373912,0.69155437,0.30481628,0.42692703,0.6496623,0.4786861,0.341321
0.52797276,0.5760157,0.57177216,0.43244207,0.5089711,0.6601628,0.5292185,0.44965935,0.40079308,0.521174,0.61193156,0.3774946
0.63675344,0.56882256,0.5358785,0.38580686,0.50790405,0.66898525,0.40196568,0.6185713,0.47472548,0.36776605,0.6146105,0.563318
