L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.31591922,0.28473234,0.5596819,0.37239727,0.23143493,0.788455,0.60230815,0.51496416,0.3790857,0.20732166,0.8214908,0.09310392
0.40046635,0.29715934,0.58946383,0.40898904,0.22504415,0.80919385,0.57276857,0.61476225,0.47844914,0.2380967,0.80072546,0.13235192
0.4855926,0.3308463,0.5838604,0.46299928,0.2561594,0.81650215,0.5251534,0.6957087,0.5506271,0.28025436,0.8000253,0.17667463
0.5592738,0.3509418,0.529073,0.51194185,0.3262082,0.819125,0.4700389,0.7458622,0.620899,0.32723436,0.79689556,0.22430262
0.60835934,0.3620153,0.49543366,0.537168,0.40673932,0.8183448,0.40609077,0.78200084,0.6836524,0.38040116,0.78964925,0.27772373
0.63863057,0.3755874,0.49525368,0.55060005,0.46912885,0.8180451,0.3418693,0.80470663,0.73214686,0.43089232,0.7609221,0.33580965
0.6730427,0.41850257,0.46936706,0.54634154,0.49420556,0.8045982,0.28533444,0.8149671,0.7423325,0.47798523,0.7062096,0.39708817
0.72253895,0.43989357,0.42929187,0.5166161,0.49543762,0.7684243,0.25135547,0.7946481,0.73258114,0.52360773,0.63171947,0.4562941
0.7658078,0.48596084,0.44984275,0.50116724,0.49555522,0.7227106,0.2561226,0.7688466,0.71713775,0.56373596,0.5492693,0.5114522
0.7812547,0.5388411,0.43398497,0.48133206,0.5179862,0.6731482,0.2840036,0.7359082,0.6881256,0.5990257,0.47799712,0.5619844
0.7667184,0.5856308,0.44111568,0.46004894,0.56214947,0.623466,0.31527743,0.6869143,0.6511768,0.63762283,0.4207542,0.6133715
0.7394689,0.63968986,0.44799572,0.44499618,0.6055277,0.5564299,0.34997618,0.62211925,0.6199644,0.68343794,0.38375565,0.662454
0.68873894,0.6953168,0.4856356,0.43773723,0.627742,0.47832617,0.3828681,0.5477724,0.5954483,0.72838867,0.36832353,0.7069871
0.6211561,0.73550993,0.528139,0.43050736,0.6463326,0.40571055,0.41316232,0.48347056,0.5262349,0.761055,0.3507626,0.7513603
0.56543684,0.7342126,0.5409844,0.43074286,0.64994293,0.34019396,0.44763064,0.42971003,0.44435656,0.7767432,0.3224211,0.7914069
0.5262867,0.7114657,0.57266587,0.44616503,0.6496914,0.28088504,0.50692564,0.37179446,0.4050252,0.78470564,0.28491127,0.8180273
0.48904604,0.67598903,0.5630464,0.47223374,0.6355364,0.23364954,0.58791304,0.2912079,0.3483634,0.7848766,0.22924212,0.8281539
0.45378217,0.6713661,0.5491899,0.5128914,0.6296177,0.18330029,0.6699217,0.23538318,0.2868785,0.77343565,0.16376138,0.8304573
0.39412403,0.6749829,0.554832,0.57857275,0.6500084,0.13067462,0.73544294,0.16567343,0.24470708,0.7638283,0.10789157,0.83027494
0.33747184,0.65075225,0.5436439,0.6741216,0.7186428,0.07757492,0.7962927,0.07283308,0.25418532,0.7527152,0.08092272,0.8194297
