L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.28273392,0.48394328,0.40468338,0.8527994,0.18509246,0.25656095,0.6801188,0.56827456,0.35841787,0.13426875,0.4673213,0.21741162
0.31779376,0.53996676,0.34740928,0.8279926,0.23173651,0.26802853,0.6564022,0.6096363,0.4486303,0.09878157,0.4044596,0.1797406
0.37717262,0.50367,0.39624912,0.7831721,0.26345944,0.29384246,0.63657737,0.645087,0.54009646,0.093285166,0.36587405,0.14954728
0.45335138,0.53101975,0.3630719,0.7580466,0.28684333,0.3285152,0.6278093,0.68621546,0.60700196,0.12732407,0.37412617,0.124147646
0.47199267,0.5681182,0.4006498,0.7132675,0.3589139,0.37178108,0.6509839,0.71808106,0.6165266,0.1789853,0.4138882,0.10707719
0.48497334,0.59472877,0.44695953,0.67338055,0.4359073,0.42330807,0.6981296,0.7519913,0.55594516,0.22543319,0.45600086,0.10144285
0.46110684,0.64814246,0.4101826,0.61884135,0.47264764,0.47278902,0.7466374,0.66888756,0.4608948,0.23451464,0.4880168,0.14284343
0.5372798,0.6722477,0.40209588,0.53992385,0.48459452,0.501662,0.698707,0.5191268,0.46212462,0.28785202,0.49656016,0.20656863
0.5360616,0.6934577,0.38920966,0.48681757,0.43686575,0.49304342,0.5014755,0.4521428,0.6213082,0.41144678,0.54907715,0.33340406
0.5657553,0.686144,0.4011621,0.39750123,0.4256101,0.53838235,0.3447062,0.4575074,0.67585784,0.564215,0.65762186,0.5065796
0.6413501,0.6186456,0.42812374,0.34416753,0.46083325,0.58564,0.24962081,0.5065938,0.67799467,0.6539085,0.6529741,0.61228764
0.6228948,0.5329599,0.5031319,0.3192495,0.52861696,0.61332947,0.21331082,0.6271488,0.65694565,0.66905797,0.53138536,0.64657104
0.58048236,0.48114032,0.4712386,0.2707569,0.5876966,0.67149913,0.2747153,0.6963116,0.60897094,0.64089763,0.39824536,0.66022384
0.5545608,0.38251978,0.5409697,0.2412264,0.58775884,0.68722886,0.39832664,0.70945007,0.5070407,0.6178931,0.28912115,0.6638102
0.49372274,0.37389746,0.6049334,0.25568318,0.6171777,0.68755186,0.5095816,0.69853413,0.4406513,0.59195316,0.20431449,0.67346054
0.4668433,0.3146694,0.53792435,0.23883368,0.6638301,0.7190907,0.5901992,0.64361715,0.41543415,0.5919389,0.18038906,0.71218073
0.43564838,0.3266905,0.5680741,0.24619359,0.713529,0.7234401,0.6303603,0.5939547,0.4168099,0.6328748,0.22183347,0.7693933
0.39493227,0.3958869,0.5112059,0.25699294,0.72971565,0.69749737,0.6316279,0.5571666,0.4169533,0.68831265,0.28148684,0.8265069
0.41567495,0.47255814,0.5017734,0.23540099,0.70523185,0.66156256,0.62503934,0.54995847,0.40762684,0.73338753,0.32848457,0.87333846
0.41821024,0.45873234,0.490843,0.25632697,0.67514235,0.632472,0.61956954,0.5328823,0.38141575,0.7501126,0.33977768,0.8936156
