L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.5242465,0.62654185,0.6409598,0.7203803,0.15659156,0.20872958,0.47269347,0.758223,0.6904955,0.7366452,0.5565022,0.18541348
0.5404388,0.60311675,0.6676026,0.6282481,0.2529989,0.22512701,0.4459788,0.7945923,0.74506915,0.7290022,0.5062092,0.25407517
0.54996115,0.5754148,0.65435123,0.55941737,0.35256344,0.25751036,0.45017582,0.7752903,0.77822465,0.7327346,0.4611026,0.3170771
0.5289523,0.5600184,0.63900197,0.5085798,0.45109296,0.3121957,0.47440106,0.70191085,0.7246411,0.7666948,0.42911455,0.35030177
0.5355932,0.5464724,0.6296341,0.48027292,0.52966833,0.36479068,0.49598694,0.5885843,0.60713273,0.81034404,0.42802763,0.34295684
0.52510625,0.56776905,0.56314176,0.46395102,0.57529444,0.3932277,0.47804153,0.48416626,0.46688625,0.82452625,0.4629658,0.31833285
0.5250168,0.5758049,0.5347258,0.44103134,0.5925163,0.4321527,0.40546313,0.44293275,0.31365165,0.77929896,0.54188883,0.31461096
0.576065,0.56040907,0.5051949,0.44494542,0.5756975,0.44630343,0.28541848,0.50269854,0.23933087,0.6756229,0.6126153,0.3770253
0.6095913,0.5383561,0.44485927,0.41030997,0.52240676,0.44896835,0.18781357,0.6083266,0.2433533,0.5582604,0.60526127,0.5197367
0.5787232,0.4461221,0.51481867,0.411238,0.51051307,0.47876418,0.18927456,0.70665526,0.29529583,0.44277686,0.5060624,0.6854288
0.580059,0.3485415,0.50408757,0.48045507,0.5267912,0.5663147,0.27089095,0.743942,0.3493763,0.36120057,0.36647117,0.8073008
0.5851383,0.30831,0.49662232,0.48404562,0.5289585,0.65749615,0.4020299,0.68712693,0.40660217,0.31617188,0.2526282,0.85836166
0.5504386,0.29444972,0.50757986,0.45019364,0.5459085,0.693858,0.5184045,0.59370893,0.43697158,0.29619473,0.19971173,0.8509416
0.45775563,0.27725768,0.5483623,0.4319726,0.5744758,0.75529367,0.6025405,0.5057246,0.4402317,0.28606328,0.21167028,0.8224856
0.3787453,0.28684753,0.5420856,0.45497757,0.6016593,0.81180495,0.644872,0.45114118,0.4662259,0.26823166,0.26796228,0.79959524
0.3980129,0.36834747,0.48386475,0.47124118,0.60376734,0.8087262,0.6561432,0.4468962,0.48475465,0.23002575,0.32990763,0.79770255
0.40975276,0.43737456,0.42157146,0.42861992,0.57913375,0.7503276,0.6577225,0.45901516,0.49805567,0.17460105,0.3571724,0.8177132
0.35517752,0.46271935,0.40746927,0.42310527,0.53745115,0.6803283,0.6697326,0.46319398,0.4962899,0.11473624,0.34180123,0.8418045
0.27075756,0.48490226,0.37099043,0.47235626,0.50789,0.637692,0.7018242,0.44512314,0.49753457,0.072197735,0.30321932,0.851248
0.17296107,0.5294634,0.33368254,0.5304284,0.45938754,0.6239779,0.74856013,0.39338902,0.5246615,0.046904873,0.2679149,0.84546083
