L_imu_ax,L_imu_ay,L_imu_az,L_imu_gx,L_imu_gy,L_imu_gz,R_imu_ax,R_imu_ay,R_imu_az,R_imu_gx,R_imu_gy,R_imu_gz
0.4980394,0.47911087,0.5996575,0.6058232,0.41346532,0.42284575,0.32061908,0.73787224,0.75773764,0.16967353,0.8664975,0.1126753
0.5224767,0.57032883,0.5717039,0.55394346,0.47253492,0.43627965,0.3057401,0.7704377,0.8084523,0.21362664,0.76838404,0.17377716
0.48566958,0.6107238,0.541314,0.50871265,0.5018967,0.4359111,0.30537596,0.80222243,0.8386696,0.2821214,0.72946805,0.24185033
0.42471394,0.716528,0.60597056,0.46145177,0.49816278,0.45222193,0.30818832,0.82961994,0.8489817,0.36148524,0.7290375,0.31701228
0.45893127,0.7273137,0.5268918,0.41205618,0.47359487,0.46237132,0.28485027,0.84832907,0.8411118,0.4457007,0.7326538,0.39242873
0.5556221,0.710231,0.52473545,0.3773249,0.4326568,0.47869214,0.25773394,0.85012347,0.8520188,0.5332404,0.7218602,0.46558943
0.6356902,0.71065,0.5208577,0.33596265,0.41441497,0.5059828,0.22577426,0.8281017,0.8384382,0.61030525,0.6821938,0.53615427
0.69411033,0.7081958,0.46705857,0.3036956,0.46006116,0.545143,0.20530276,0.78525907,0.8006244,0.67181575,0.6108279,0.6002676
0.69011736,0.71489054,0.4800368,0.29880345,0.5227519,0.58749086,0.20823497,0.727867,0.7702412,0.72014666,0.5240163,0.65764374
0.6750035,0.70138377,0.45454943,0.30899388,0.5950979,0.62315565,0.24064864,0.68749696,0.7185685,0.74884397,0.42800793,0.7071206
0.63970846,0.64017004,0.40672663,0.32948905,0.62327987,0.6370725,0.3012819,0.6286866,0.6568427,0.7702976,0.34175724,0.75207746
0.59702444,0.5870013,0.42564783,0.35222274,0.6156652,0.66224086,0.38601217,0.5634246,0.59516346,0.79494464,0.28210065,0.787831
0.55319804,0.51849854,0.39458978,0.3695974,0.5681866,0.66045904,0.47235605,0.50187004,0.5300776,0.81497514,0.24222502,0.81714237
0.5274118,0.4555358,0.37905914,0.37917808,0.51394004,0.6461926,0.5554948,0.42752597,0.476329,0.8284027,0.22259533,0.8379099
0.4817535,0.41825235,0.35778838,0.41620404,0.46412086,0.64596003,0.6265887,0.35843682,0.38057956,0.83868974,0.21796809,0.8516593
0.42064366,0.38021287,0.45299163,0.48527536,0.4305318,0.6276038,0.68476236,0.29928687,0.32281688,0.8418692,0.22268856,0.8596941
0.40348956,0.3389689,0.48625937,0.5386626,0.4282583,0.60105735,0.7552284,0.23011431,0.2682588,0.83546716,0.22564773,0.858055
0.38508922,0.30278167,0.46823958,0.57712257,0.45990476,0.53631586,0.83465177,0.14939879,0.20987843,0.8134924,0.20842776,0.8447115
0.32990465,0.23067956,0.5014672,0.60558265,0.4937861,0.49232513,0.90332645,0.09653352,0.14978835,0.77024955,0.18116663,0.8207157
0.28508657,0.20549352,0.48138684,0.6323938,0.51730275,0.4749139,0.957955,0.048701067,0.11401607,0.7223608,0.17093775,0.7906262
